Tested at The Flinders University of South Australia

Cell Name:,CP55J_3
Notes:,
Cell Area (cm2):,0.100000
Temperature (C):,25.000000

Light Power (mW/cm2): ,100
Jsc (mA/cm2): ,15.083
Voc (V): ,0.921
FF: ,0.65
Eff (%): ,9.00
Rshunt (Ohms): ,2.06E+3
Rseries (Ohms): ,7.61E+1



Voltage (V), Current (A), Current Density (mA/cm2), Power Density (mW/cm2)
1.00000E+0,2.09858E-3,2.09857E+1,2.09858E+1
9.59200E-1,8.50827E-4,8.50826E+0,8.16113E+0
9.18350E-1,-4.01437E-5,-4.01437E-1,-3.68660E-1
8.77550E-1,-5.76288E-4,-5.76288E+0,-5.05721E+0
8.36750E-1,-9.04337E-4,-9.04337E+0,-7.56704E+0
7.95900E-1,-1.08755E-3,-1.08755E+1,-8.65578E+0
7.55100E-1,-1.17384E-3,-1.17384E+1,-8.86366E+0
7.14300E-1,-1.26003E-3,-1.26003E+1,-9.00037E+0
6.73450E-1,-1.28645E-3,-1.28645E+1,-8.66358E+0
6.32650E-1,-1.33422E-3,-1.33422E+1,-8.44094E+0
5.91850E-1,-1.35680E-3,-1.35679E+1,-8.03019E+0
5.51000E-1,-1.37399E-3,-1.37399E+1,-7.57069E+0
5.10200E-1,-1.39683E-3,-1.39683E+1,-7.12665E+0
4.69400E-1,-1.41552E-3,-1.41552E+1,-6.64446E+0
4.28550E-1,-1.43407E-3,-1.43407E+1,-6.14572E+0
3.87750E-1,-1.42865E-3,-1.42865E+1,-5.53959E+0
3.46950E-1,-1.45423E-3,-1.45423E+1,-5.04546E+0
3.06100E-1,-1.45310E-3,-1.45310E+1,-4.44795E+0
2.65300E-1,-1.47113E-3,-1.47113E+1,-3.90291E+0
2.24500E-1,-1.46437E-3,-1.46437E+1,-3.28750E+0
1.83650E-1,-1.47678E-3,-1.47678E+1,-2.71211E+0
1.42850E-1,-1.48755E-3,-1.48755E+1,-2.12497E+0
1.02050E-1,-1.48776E-3,-1.48776E+1,-1.51826E+0
6.12000E-2,-1.50576E-3,-1.50576E+1,-9.21526E-1
2.04000E-2,-1.49837E-3,-1.49837E+1,-3.05668E-1
-2.04000E-2,-1.51818E-3,-1.51818E+1,3.09708E-1
-6.12000E-2,-1.51804E-3,-1.51804E+1,9.29041E-1
-1.02050E-1,-1.53081E-3,-1.53081E+1,1.56219E+0
-1.42850E-1,-1.52507E-3,-1.52507E+1,2.17857E+0
-1.83650E-1,-1.53403E-3,-1.53403E+1,2.81725E+0
-2.24500E-1,-1.53746E-3,-1.53746E+1,3.45159E+0
-2.65300E-1,-1.53123E-3,-1.53123E+1,4.06235E+0
-3.06100E-1,-1.54339E-3,-1.54339E+1,4.72431E+0
-3.46950E-1,-1.54239E-3,-1.54239E+1,5.35132E+0
-3.87750E-1,-1.55266E-3,-1.55266E+1,6.02042E+0
-4.28550E-1,-1.54711E-3,-1.54711E+1,6.63015E+0
-4.69400E-1,-1.55702E-3,-1.55702E+1,7.30866E+0
-5.10200E-1,-1.56285E-3,-1.56285E+1,7.97366E+0
-5.51000E-1,-1.63706E-3,-1.63706E+1,9.02018E+0
-5.91850E-1,-1.61600E-3,-1.61600E+1,9.56430E+0
-6.32650E-1,-1.61484E-3,-1.61484E+1,1.02163E+1
-6.73450E-1,-1.59900E-3,-1.59900E+1,1.07685E+1
-7.14300E-1,-1.60505E-3,-1.60505E+1,1.14649E+1
-7.55100E-1,-1.60360E-3,-1.60360E+1,1.21088E+1
-7.95900E-1,-1.60983E-3,-1.60983E+1,1.28127E+1
-8.36750E-1,-1.61268E-3,-1.61268E+1,1.34941E+1
-8.77550E-1,-1.60682E-3,-1.60682E+1,1.41007E+1
-9.18350E-1,-1.61785E-3,-1.61785E+1,1.48575E+1
-9.59200E-1,-1.61731E-3,-1.61731E+1,1.55133E+1
-1.00000E+0,-1.62514E-3,-1.62514E+1,1.62514E+1
