Tested at The Flinders University of South Australia

Cell Name:,CP55O_4
Notes:,
Cell Area (cm2):,0.100000
Temperature (C):,25.000000

Light Power (mW/cm2): ,100
Jsc (mA/cm2): ,17.222
Voc (V): ,0.905
FF: ,0.60
Eff (%): ,9.30
Rshunt (Ohms): ,3.15E+3
Rseries (Ohms): ,7.06E+1



Voltage (V), Current (A), Current Density (mA/cm2), Power Density (mW/cm2)
1.00000E+0,2.10559E-3,2.10559E+1,2.10559E+1
9.59200E-1,1.01702E-3,1.01702E+1,9.75525E+0
9.18350E-1,1.85043E-4,1.85043E+0,1.69934E+0
8.77550E-1,-3.92854E-4,-3.92854E+0,-3.44749E+0
8.36750E-1,-7.64295E-4,-7.64295E+0,-6.39524E+0
7.95900E-1,-1.00511E-3,-1.00511E+1,-7.99969E+0
7.55100E-1,-1.16901E-3,-1.16901E+1,-8.82720E+0
7.14300E-1,-1.29286E-3,-1.29286E+1,-9.23486E+0
6.73450E-1,-1.38047E-3,-1.38047E+1,-9.29680E+0
6.32650E-1,-1.45116E-3,-1.45116E+1,-9.18079E+0
5.91850E-1,-1.50186E-3,-1.50186E+1,-8.88875E+0
5.51000E-1,-1.53488E-3,-1.53488E+1,-8.45718E+0
5.10200E-1,-1.58081E-3,-1.58080E+1,-8.06527E+0
4.69400E-1,-1.59304E-3,-1.59304E+1,-7.47772E+0
4.28550E-1,-1.61791E-3,-1.61791E+1,-6.93354E+0
3.87750E-1,-1.64132E-3,-1.64132E+1,-6.36421E+0
3.46950E-1,-1.64400E-3,-1.64400E+1,-5.70386E+0
3.06100E-1,-1.66406E-3,-1.66406E+1,-5.09368E+0
2.65300E-1,-1.67538E-3,-1.67538E+1,-4.44479E+0
2.24500E-1,-1.69008E-3,-1.69007E+1,-3.79422E+0
1.83650E-1,-1.69019E-3,-1.69019E+1,-3.10404E+0
1.42850E-1,-1.69867E-3,-1.69867E+1,-2.42655E+0
1.02050E-1,-1.70782E-3,-1.70782E+1,-1.74283E+0
6.12000E-2,-1.70775E-3,-1.70775E+1,-1.04514E+0
2.04000E-2,-1.71575E-3,-1.71575E+1,-3.50013E-1
-2.04000E-2,-1.72870E-3,-1.72870E+1,3.52655E-1
-6.12000E-2,-1.71921E-3,-1.71921E+1,1.05215E+0
-1.02050E-1,-1.73706E-3,-1.73706E+1,1.77267E+0
-1.42850E-1,-1.73585E-3,-1.73585E+1,2.47966E+0
-1.83650E-1,-1.74268E-3,-1.74268E+1,3.20042E+0
-2.24500E-1,-1.74840E-3,-1.74840E+1,3.92515E+0
-2.65300E-1,-1.74971E-3,-1.74971E+1,4.64198E+0
-3.06100E-1,-1.75460E-3,-1.75460E+1,5.37082E+0
-3.46950E-1,-1.75542E-3,-1.75542E+1,6.09042E+0
-3.87750E-1,-1.76325E-3,-1.76325E+1,6.83702E+0
-4.28550E-1,-1.76454E-3,-1.76454E+1,7.56192E+0
-4.69400E-1,-1.77330E-3,-1.77330E+1,8.32386E+0
-5.10200E-1,-1.77501E-3,-1.77501E+1,9.05611E+0
-5.51000E-1,-1.77896E-3,-1.77896E+1,9.80207E+0
-5.91850E-1,-1.78245E-3,-1.78245E+1,1.05494E+1
-6.32650E-1,-1.77023E-3,-1.77023E+1,1.11993E+1
-6.73450E-1,-1.79081E-3,-1.79081E+1,1.20602E+1
-7.14300E-1,-1.77617E-3,-1.77617E+1,1.26872E+1
-7.55100E-1,-1.79289E-3,-1.79289E+1,1.35381E+1
-7.95900E-1,-1.77358E-3,-1.77358E+1,1.41159E+1
-8.36750E-1,-1.80168E-3,-1.80168E+1,1.50756E+1
-8.77550E-1,-1.78520E-3,-1.78520E+1,1.56661E+1
-9.18350E-1,-1.79662E-3,-1.79662E+1,1.64992E+1
-9.59200E-1,-1.78891E-3,-1.78891E+1,1.71593E+1
-1.00000E+0,-1.79221E-3,-1.79221E+1,1.79221E+1
