Tested at The Flinders University of South Australia

Cell Name:,CP55K_4
Notes:,
Cell Area (cm2):,0.100000
Temperature (C):,25.000000

Light Power (mW/cm2): ,100
Jsc (mA/cm2): ,14.474
Voc (V): ,0.909
FF: ,0.65
Eff (%): ,8.53
Rshunt (Ohms): ,3.67E+3
Rseries (Ohms): ,6.16E+1



Voltage (V), Current (A), Current Density (mA/cm2), Power Density (mW/cm2)
1.00000E+0,2.70837E-3,2.70837E+1,2.70837E+1
9.59200E-1,1.23325E-3,1.23325E+1,1.18293E+1
9.18350E-1,1.57610E-4,1.57610E+0,1.44741E+0
8.77550E-1,-5.04613E-4,-5.04613E+0,-4.42823E+0
8.36750E-1,-8.47965E-4,-8.47965E+0,-7.09535E+0
7.95900E-1,-1.02618E-3,-1.02618E+1,-8.16739E+0
7.55100E-1,-1.12908E-3,-1.12908E+1,-8.52565E+0
7.14300E-1,-1.17734E-3,-1.17734E+1,-8.40975E+0
6.73450E-1,-8.90970E-4,-8.90970E+0,-6.00024E+0
6.32650E-1,-1.05153E-3,-1.05153E+1,-6.65250E+0
5.91850E-1,-1.10379E-3,-1.10379E+1,-6.53278E+0
5.51000E-1,-1.13253E-3,-1.13253E+1,-6.24026E+0
5.10200E-1,-1.16447E-3,-1.16447E+1,-5.94111E+0
4.69400E-1,-1.24210E-3,-1.24210E+1,-5.83042E+0
4.28550E-1,-1.28250E-3,-1.28250E+1,-5.49615E+0
3.87750E-1,-1.30262E-3,-1.30261E+1,-5.05089E+0
3.46950E-1,-1.31953E-3,-1.31953E+1,-4.57810E+0
3.06100E-1,-1.34838E-3,-1.34838E+1,-4.12738E+0
2.65300E-1,-1.36942E-3,-1.36942E+1,-3.63306E+0
2.24500E-1,-1.40618E-3,-1.40618E+1,-3.15687E+0
1.83650E-1,-1.41691E-3,-1.41691E+1,-2.60215E+0
1.42850E-1,-1.42671E-3,-1.42671E+1,-2.03806E+0
1.02050E-1,-1.43088E-3,-1.43088E+1,-1.46022E+0
6.12000E-2,-1.45055E-3,-1.45055E+1,-8.87739E-1
2.04000E-2,-1.44182E-3,-1.44182E+1,-2.94131E-1
-2.04000E-2,-1.45294E-3,-1.45294E+1,2.96399E-1
-6.12000E-2,-1.44985E-3,-1.44985E+1,8.87310E-1
-1.02050E-1,-1.45727E-3,-1.45727E+1,1.48715E+0
-1.42850E-1,-1.46583E-3,-1.46583E+1,2.09393E+0
-1.83650E-1,-1.46595E-3,-1.46595E+1,2.69221E+0
-2.24500E-1,-1.48007E-3,-1.48007E+1,3.32276E+0
-2.65300E-1,-1.47435E-3,-1.47435E+1,3.91145E+0
-3.06100E-1,-1.49301E-3,-1.49301E+1,4.57009E+0
-3.46950E-1,-1.48955E-3,-1.48955E+1,5.16799E+0
-3.87750E-1,-1.50378E-3,-1.50378E+1,5.83091E+0
-4.28550E-1,-1.49827E-3,-1.49827E+1,6.42082E+0
-4.69400E-1,-1.51582E-3,-1.51582E+1,7.11526E+0
-5.10200E-1,-1.51272E-3,-1.51272E+1,7.71790E+0
-5.51000E-1,-1.51618E-3,-1.51618E+1,8.35414E+0
-5.91850E-1,-1.57568E-3,-1.57568E+1,9.32566E+0
-6.32650E-1,-1.59052E-3,-1.59052E+1,1.00624E+1
-6.73450E-1,-1.57686E-3,-1.57686E+1,1.06193E+1
-7.14300E-1,-1.58323E-3,-1.58323E+1,1.13090E+1
-7.55100E-1,-1.58000E-3,-1.58000E+1,1.19306E+1
-7.95900E-1,-1.58159E-3,-1.58159E+1,1.25879E+1
-8.36750E-1,-1.57867E-3,-1.57867E+1,1.32096E+1
-8.77550E-1,-1.58490E-3,-1.58490E+1,1.39083E+1
-9.18350E-1,-1.58438E-3,-1.58438E+1,1.45502E+1
-9.59200E-1,-1.90042E-3,-1.90042E+1,1.82288E+1
-1.00000E+0,-1.86147E-3,-1.86147E+1,1.86147E+1
