Tested at The Flinders University of South Australia

Cell Name:,CP55L_1
Notes:,
Cell Area (cm2):,0.100000
Temperature (C):,25.000000

Light Power (mW/cm2): ,100
Jsc (mA/cm2): ,14.731
Voc (V): ,0.918
FF: ,0.67
Eff (%): ,9.10
Rshunt (Ohms): ,5.86E+3
Rseries (Ohms): ,6.25E+1



Voltage (V), Current (A), Current Density (mA/cm2), Power Density (mW/cm2)
1.00000E+0,2.77463E-3,2.77463E+1,2.77463E+1
9.59200E-1,1.13781E-3,1.13781E+1,1.09139E+1
9.18350E-1,1.21594E-5,1.21594E-1,1.11665E-1
8.77550E-1,-6.40213E-4,-6.40213E+0,-5.61819E+0
8.36750E-1,-9.70080E-4,-9.70080E+0,-8.11715E+0
7.95900E-1,-1.12578E-3,-1.12578E+1,-8.96011E+0
7.55100E-1,-1.20531E-3,-1.20531E+1,-9.10130E+0
7.14300E-1,-1.26043E-3,-1.26043E+1,-9.00325E+0
6.73450E-1,-1.29354E-3,-1.29354E+1,-8.71135E+0
6.32650E-1,-1.32817E-3,-1.32817E+1,-8.40267E+0
5.91850E-1,-1.33325E-3,-1.33325E+1,-7.89085E+0
5.51000E-1,-1.36013E-3,-1.36013E+1,-7.49433E+0
5.10200E-1,-1.36033E-3,-1.36033E+1,-6.94039E+0
4.69400E-1,-1.39663E-3,-1.39663E+1,-6.55576E+0
4.28550E-1,-1.38175E-3,-1.38175E+1,-5.92151E+0
3.87750E-1,-1.40916E-3,-1.40916E+1,-5.46401E+0
3.46950E-1,-1.41881E-3,-1.41881E+1,-4.92258E+0
3.06100E-1,-1.42460E-3,-1.42460E+1,-4.36069E+0
2.65300E-1,-1.43971E-3,-1.43971E+1,-3.81954E+0
2.24500E-1,-1.44117E-3,-1.44117E+1,-3.23542E+0
1.83650E-1,-1.45136E-3,-1.45136E+1,-2.66542E+0
1.42850E-1,-1.44994E-3,-1.44994E+1,-2.07124E+0
1.02050E-1,-1.46134E-3,-1.46134E+1,-1.49130E+0
6.12000E-2,-1.46007E-3,-1.46007E+1,-8.93566E-1
2.04000E-2,-1.46961E-3,-1.46961E+1,-2.99801E-1
-2.04000E-2,-1.47657E-3,-1.47657E+1,3.01220E-1
-6.12000E-2,-1.47252E-3,-1.47252E+1,9.01181E-1
-1.02050E-1,-1.48308E-3,-1.48308E+1,1.51349E+0
-1.42850E-1,-1.48265E-3,-1.48265E+1,2.11797E+0
-1.83650E-1,-1.48670E-3,-1.48670E+1,2.73033E+0
-2.24500E-1,-1.49202E-3,-1.49202E+1,3.34959E+0
-2.65300E-1,-1.49146E-3,-1.49146E+1,3.95684E+0
-3.06100E-1,-1.51190E-3,-1.51190E+1,4.62793E+0
-3.46950E-1,-1.49719E-3,-1.49719E+1,5.19451E+0
-3.87750E-1,-1.50560E-3,-1.50560E+1,5.83796E+0
-4.28550E-1,-1.50088E-3,-1.50087E+1,6.43200E+0
-4.69400E-1,-1.51662E-3,-1.51662E+1,7.11904E+0
-5.10200E-1,-1.51637E-3,-1.51637E+1,7.73653E+0
-5.51000E-1,-1.51351E-3,-1.51351E+1,8.33945E+0
-5.91850E-1,-1.52412E-3,-1.52412E+1,9.02051E+0
-6.32650E-1,-1.51454E-3,-1.51454E+1,9.58173E+0
-6.73450E-1,-1.53725E-3,-1.53725E+1,1.03526E+1
-7.14300E-1,-1.52765E-3,-1.52765E+1,1.09120E+1
-7.55100E-1,-1.54051E-3,-1.54051E+1,1.16324E+1
-7.95900E-1,-1.53466E-3,-1.53466E+1,1.22143E+1
-8.36750E-1,-1.54149E-3,-1.54149E+1,1.28985E+1
-8.77550E-1,-1.54020E-3,-1.54020E+1,1.35160E+1
-9.18350E-1,-1.53473E-3,-1.53473E+1,1.40942E+1
-9.59200E-1,-1.54825E-3,-1.54825E+1,1.48508E+1
-1.00000E+0,-1.52883E-3,-1.52883E+1,1.52883E+1
