Tested at The Flinders University of South Australia

Cell Name:,CP55I_2
Notes:,
Cell Area (cm2):,0.100000
Temperature (C):,25.000000

Light Power (mW/cm2): ,100
Jsc (mA/cm2): ,14.693
Voc (V): ,0.920
FF: ,0.66
Eff (%): ,8.89
Rshunt (Ohms): ,2.72E+6
Rseries (Ohms): ,7.11E+1



Voltage (V), Current (A), Current Density (mA/cm2), Power Density (mW/cm2)
1.00000E+0,2.31692E-3,2.31692E+1,2.31692E+1
9.59200E-1,9.34303E-4,9.34303E+0,8.96183E+0
9.18350E-1,-2.01017E-5,-2.01017E-1,-1.84604E-1
8.77550E-1,-5.93901E-4,-5.93901E+0,-5.21178E+0
8.36750E-1,-9.11281E-4,-9.11280E+0,-7.62514E+0
7.95900E-1,-1.06460E-3,-1.06460E+1,-8.47314E+0
7.55100E-1,-1.17753E-3,-1.17753E+1,-8.89156E+0
7.14300E-1,-1.22231E-3,-1.22231E+1,-8.73097E+0
6.73450E-1,-1.27347E-3,-1.27347E+1,-8.57617E+0
6.32650E-1,-1.30102E-3,-1.30102E+1,-8.23090E+0
5.91850E-1,-1.32270E-3,-1.32270E+1,-7.82841E+0
5.51000E-1,-1.35040E-3,-1.35040E+1,-7.44072E+0
5.10200E-1,-1.34975E-3,-1.34975E+1,-6.88641E+0
4.69400E-1,-1.38372E-3,-1.38372E+1,-6.49519E+0
4.28550E-1,-1.37496E-3,-1.37496E+1,-5.89239E+0
3.87750E-1,-1.40755E-3,-1.40755E+1,-5.45777E+0
3.46950E-1,-1.40083E-3,-1.40083E+1,-4.86017E+0
3.06100E-1,-1.41491E-3,-1.41491E+1,-4.33104E+0
2.65300E-1,-1.43951E-3,-1.43951E+1,-3.81903E+0
2.24500E-1,-1.42081E-3,-1.42081E+1,-3.18972E+0
1.83650E-1,-1.45470E-3,-1.45470E+1,-2.67155E+0
1.42850E-1,-1.44032E-3,-1.44032E+1,-2.05749E+0
1.02050E-1,-1.46033E-3,-1.46033E+1,-1.49027E+0
6.12000E-2,-1.45647E-3,-1.45647E+1,-8.91359E-1
2.04000E-2,-1.46928E-3,-1.46928E+1,-2.99734E-1
-2.04000E-2,-1.46927E-3,-1.46927E+1,2.99731E-1
-6.12000E-2,-1.46669E-3,-1.46669E+1,8.97615E-1
-1.02050E-1,-1.48880E-3,-1.48880E+1,1.51933E+0
-1.42850E-1,-1.46984E-3,-1.46984E+1,2.09966E+0
-1.83650E-1,-1.49064E-3,-1.49064E+1,2.73756E+0
-2.24500E-1,-1.47027E-3,-1.47027E+1,3.30075E+0
-2.65300E-1,-1.49617E-3,-1.49617E+1,3.96933E+0
-3.06100E-1,-1.48204E-3,-1.48204E+1,4.53652E+0
-3.46950E-1,-1.49329E-3,-1.49329E+1,5.18097E+0
-3.87750E-1,-1.50129E-3,-1.50129E+1,5.82126E+0
-4.28550E-1,-1.49849E-3,-1.49849E+1,6.42178E+0
-4.69400E-1,-1.50645E-3,-1.50645E+1,7.07127E+0
-5.10200E-1,-1.51068E-3,-1.51068E+1,7.70749E+0
-5.51000E-1,-1.51087E-3,-1.51087E+1,8.32491E+0
-5.91850E-1,-1.51689E-3,-1.51689E+1,8.97774E+0
-6.32650E-1,-1.51080E-3,-1.51080E+1,9.55807E+0
-6.73450E-1,-1.52519E-3,-1.52519E+1,1.02714E+1
-7.14300E-1,-1.52081E-3,-1.52081E+1,1.08632E+1
-7.55100E-1,-1.52954E-3,-1.52954E+1,1.15496E+1
-7.95900E-1,-1.53358E-3,-1.53358E+1,1.22058E+1
-8.36750E-1,-1.53224E-3,-1.53224E+1,1.28210E+1
-8.77550E-1,-1.53996E-3,-1.53996E+1,1.35139E+1
-9.18350E-1,-1.53928E-3,-1.53927E+1,1.41359E+1
-9.59200E-1,-1.54437E-3,-1.54437E+1,1.48136E+1
-1.00000E+0,-1.53790E-3,-1.53790E+1,1.53790E+1
